image_id,method,scale,psnr,ssim,lpips,elapsed_seconds,status
jxie_flickr8k_3522,auto_vehicle_x4,4,20.366028495253154,0.48386670229007134,0.38728010654449463,0.5131325721740723,ok
jxie_flickr8k_3522,bicubic_2x,2,27.068074163897798,0.9012418906470732,0.13040950894355774,0.0027620792388916016,ok
jxie_flickr8k_3522,fast_x2,2,23.06368511894435,0.7303781405338112,0.21569709479808807,0.5118327140808105,ok
jxie_flickr8k_1346,bicubic_4x,4,27.131495902969608,0.7039208701348937,0.410495400428772,0.0022726058959960938,ok
jxie_flickr8k_1346,general_x4plus,4,25.85528216683916,0.6761581417051091,0.2313520312309265,0.5107455253601074,ok
jxie_flickr8k_1346,sharp_anime_x4,4,24.21402600111254,0.6375853018549665,0.28119829297065735,0.14945411682128906,ok
jxie_flickr8k_1346,auto_vehicle_x4,4,25.85528216683916,0.6761581417051091,0.2313520312309265,0.51267409324646,ok
jxie_flickr8k_1346,bicubic_2x,2,30.65556933077236,0.8715527723880773,0.144302636384964,0.0026166439056396484,ok
jxie_flickr8k_1346,fast_x2,2,28.497553900989804,0.7859519430437625,0.12809428572654724,0.512291431427002,ok
jxie_flickr8k_2096,bicubic_4x,4,26.42150523697291,0.7361588862206537,0.3596448004245758,0.0022416114807128906,ok
jxie_flickr8k_2096,general_x4plus,4,24.700736737747576,0.6820815171075904,0.20172488689422607,0.5149259567260742,ok
jxie_flickr8k_2096,sharp_anime_x4,4,23.94836963126433,0.6484210150079311,0.2848063111305237,0.14953279495239258,ok
jxie_flickr8k_2096,auto_vehicle_x4,4,24.700736737747576,0.6820815171075904,0.20172488689422607,0.5123951435089111,ok
